disease_set,disease,experiment
lacrimal apparatus disease,salivary gland adenoid cystic carcinoma,dz:511
lacrimal gland adenocarcinoma,salivary gland adenoid cystic carcinoma,dz:511
lacrimal gland cancer,salivary gland adenoid cystic carcinoma,dz:511
lacrimal gland carcinoma,salivary gland adenoid cystic carcinoma,dz:511
lacrimal system cancer,salivary gland adenoid cystic carcinoma,dz:511
large intestine cancer,colon cancer,dz:502
large intestine cancer,colorectal adenocarcinoma,dz:1070
large intestine cancer,colorectal adenocarcinoma,dz:595
large intestine cancer,esophagus squamous cell carcinoma,dz:607
large intestine cancer,esophagus squamous cell carcinoma,dz:658
large intestine cancer,nasopharynx carcinoma,dz:613
large intestine cancer,nasopharynx carcinoma,dz:774
large intestine cancer,nasopharynx carcinoma,dz:775
large intestine cancer,nasopharynx carcinoma,dz:776
large intestine cancer,nasopharynx carcinoma,dz:777
large intestine cancer,nasopharynx carcinoma,dz:778
large intestine cancer,nasopharynx carcinoma,dz:808
large intestine cancer,Squamous cell carcinoma of mouth,dz:295
large intestine cancer,thymic carcinoma,dz:344
large intestine cancer,thymic carcinoma,dz:985
laryngeal carcinoma,Squamous cell carcinoma of mouth,dz:295
laryngeal disease,Carcinoma in situ of large intestine,dz:190
laryngeal disease,esophagus squamous cell carcinoma,dz:607
laryngeal disease,esophagus squamous cell carcinoma,dz:658
laryngeal disease,pulmonary tuberculosis,dz:831
laryngeal disease,pulmonary tuberculosis,dz:832
laryngeal disease,Squamous cell carcinoma of mouth,dz:295
laryngitis,pulmonary tuberculosis,dz:831
laryngitis,pulmonary tuberculosis,dz:832
larynx cancer,esophagus squamous cell carcinoma,dz:607
larynx cancer,esophagus squamous cell carcinoma,dz:658
larynx cancer,Squamous cell carcinoma of mouth,dz:295
late onset Parkinson's disease,Parkinson's disease,dz:1080
late onset Parkinson's disease,Parkinson's disease,dz:496
late onset Parkinson's disease,Parkinson's disease,dz:741
late onset Parkinson's disease,Parkinson's disease,dz:788
late onset Parkinson's disease,Parkinson's disease,dz:940
late onset Parkinson's disease,Parkinson's disease,dz:941
learning disability,autistic disorder,dz:1042
learning disability,autistic disorder,dz:1043
learning disability,autistic disorder,dz:1045
legionellosis,Rift Valley fever,dz:875
legionellosis,Rift Valley fever,dz:876
legionellosis,West Nile fever,dz:874
leiomyoma,prostate cancer,dz:48
leiomyoma,prostate cancer,dz:485
leiomyoma,prostate cancer,dz:603
leiomyoma,prostate cancer,dz:866
leiomyoma,prostate cancer,dz:990
leiomyoma,prostate cancer,dz:991
leiomyosarcoma,Lung Injury,dz:67
leiomyosarcoma,Lung transplant rejection,dz:66
lens disease,diabetic neuropathy,dz:7
lens disease,diabetic retinopathy,dz:911
lens disease,multiple myeloma,dz:561
lens disease,multiple myeloma,dz:707
lens disease,multiple myeloma,dz:787
lens disease,multiple myeloma,dz:955
lens disease,Septic Shock,dz:307
leukemia,Acute Lung Injury,dz:152
leukemia,Acute Lung Injury,dz:168
leukemia,acute myeloid leukemia,dz:782
leukemia,acute myeloid leukemia,dz:783
leukemia,acute myocarditis,dz:802
leukemia,childhood type dermatomyositis,dz:771
leukemia,childhood type dermatomyositis,dz:772
leukemia,chronic lymphocytic leukemia,dz:194
leukemia,chronic lymphocytic leukemia,dz:786
leukemia,Chronic Lymphocytic Leukemia (Chronic B-lymphocytic leukemia),dz:745
leukemia,chronic myeloid leukemia,dz:403
leukemia,chronic myeloid leukemia,dz:501
leukemia,leukemia,dz:482
leukemia,"Leukemia, Chronic T-Cell",dz:74
leukemia,precursor B lymphoblastic lymphoma/leukemia,dz:803
leukocyte disease,adenoma,dz:294
leukocyte disease,diffuse large B-cell lymphoma,dz:684
leukocyte disease,diffuse large B-cell lymphoma,dz:686
leukocyte disease,diffuse large B-cell lymphoma,dz:687
leukocyte disease,diffuse large B-cell lymphoma,dz:688
leukocyte disease,Hereditary gingival fibromatosis,dz:177
leukocyte disease,"Leukemia, Chronic T-Cell",dz:74
leukocyte disease,monoclonal gammopathy of uncertain significance,dz:563
leukocyte disease,multiple myeloma,dz:561
leukocyte disease,multiple myeloma,dz:707
leukocyte disease,multiple myeloma,dz:787
leukocyte disease,multiple myeloma,dz:955
leukocyte disease,precursor B lymphoblastic lymphoma/leukemia,dz:803
leukocyte disease,pulmonary tuberculosis,dz:831
leukocyte disease,pulmonary tuberculosis,dz:832
leukocyte disease,smoldering myeloma,dz:562
leukocyte disease,thymic carcinoma,dz:344
leukocyte disease,thymic carcinoma,dz:985
leukocyte disease,urticaria,dz:815
leukocyte disease,Waldenstrom Macroglobulinemia,dz:784
leukocyte disease,Waldenstrom Macroglobulinemia,dz:785
leukodystrophy,adrenoleukodystrophy,dz:709
leukodystrophy,adrenoleukodystrophy,dz:864
leukodystrophy,adrenoleukodystrophy,dz:865
limb-girdle muscular dystrophy,Duchenne muscular dystrophy,dz:144
limb-girdle muscular dystrophy,Duchenne muscular dystrophy,dz:298
limb-girdle muscular dystrophy,Duchenne muscular dystrophy,dz:328
limb-girdle muscular dystrophy,Duchenne muscular dystrophy,dz:674
limb-girdle muscular dystrophy,Duchenne muscular dystrophy,dz:72
limb-girdle muscular dystrophy,myotonic dystrophy type 1,dz:1049
limb-girdle muscular dystrophy,myotonic dystrophy type 1,dz:1050
limb-girdle muscular dystrophy,myotonic dystrophy type 1,dz:1051
limb-girdle muscular dystrophy,myotonic dystrophy type 1,dz:1052
limb-girdle muscular dystrophy,myotonic dystrophy type 1,dz:1053
limb-girdle muscular dystrophy,myotonic dystrophy type 1,dz:1054
lip disease,ductal carcinoma in situ,dz:605
lip disease,in situ carcinoma,dz:655
lip disease,Urothelial carcinoma in situ,dz:229
lipid metabolism disorder,familial hypercholesterolemia,dz:907
lipid metabolism disorder,familial hypercholesterolemia,dz:908
lipid metabolism disorder,familial hypercholesterolemia,dz:909
lipid metabolism disorder,familial hypercholesterolemia,dz:910
lipid storage disease,inclusion body myositis,dz:706
lipid storage disease,Infantile neuronal ceroid lipofuscinosis,dz:141
lipid storage disease,Niemann-Pick disease,dz:469
lipid storage disease,progressive myoclonus epilepsy,dz:516
lipid storage disease,progressive myoclonus epilepsy,dz:517
lipid storage disease,progressive myoclonus epilepsy,dz:518
lipomatous cancer,Barrett's esophagus,dz:453
lipomatous cancer,Barrett's esophagus,dz:596
lipomatous cancer,Barrett's esophagus,dz:643
lipomatous cancer,esophagus adenocarcinoma,dz:164
lipomatous cancer,esophagus adenocarcinoma,dz:644
lipomatous cancer,intracranial aneurysm,dz:744
lipomatous cancer,Vulvar intraepithelial tumor,dz:967
liposarcoma,Barrett's esophagus,dz:453
liposarcoma,Barrett's esophagus,dz:596
liposarcoma,Barrett's esophagus,dz:643
liposarcoma,esophagus adenocarcinoma,dz:164
liposarcoma,esophagus adenocarcinoma,dz:644
liposarcoma,intracranial aneurysm,dz:744
liposarcoma,Vulvar intraepithelial tumor,dz:967
liver benign neoplasm,hepatocellular carcinoma,dz:407
liver benign neoplasm,hepatocellular carcinoma,dz:493
liver benign neoplasm,hepatocellular carcinoma,dz:554
liver benign neoplasm,hepatocellular carcinoma,dz:656
liver benign neoplasm,hepatocellular carcinoma,dz:735
liver benign neoplasm,liver cirrhosis,dz:1012
liver cancer,hepatitis C virus related hepatocellular carcinoma,dz:736
liver cancer,hepatocellular carcinoma,dz:407
liver cancer,hepatocellular carcinoma,dz:493
liver cancer,hepatocellular carcinoma,dz:554
liver cancer,hepatocellular carcinoma,dz:656
liver cancer,hepatocellular carcinoma,dz:735
liver cancer,liver cirrhosis,dz:1012
liver carcinoma,hepatitis C virus related hepatocellular carcinoma,dz:736
liver carcinoma,hepatocellular carcinoma,dz:407
liver carcinoma,hepatocellular carcinoma,dz:493
liver carcinoma,hepatocellular carcinoma,dz:554
liver carcinoma,hepatocellular carcinoma,dz:656
liver carcinoma,hepatocellular carcinoma,dz:735
liver cirrhosis,alcoholic hepatitis,dz:477
liver cirrhosis,liver cirrhosis,dz:1012
liver disease,alcoholic hepatitis,dz:477
liver disease,cystic fibrosis,dz:1055
liver disease,cystic fibrosis,dz:1056
liver disease,cystic fibrosis,dz:1057
liver disease,cystic fibrosis,dz:138
liver disease,cystic fibrosis,dz:428
liver disease,cystic fibrosis,dz:65
liver disease,cystic fibrosis,dz:833
liver disease,ductal carcinoma in situ,dz:605
liver disease,hepatitis C,dz:597
liver disease,hepatitis C,dz:598
liver disease,hepatitis C,dz:599
liver disease,hepatitis C,dz:600
liver disease,hepatitis C,dz:601
liver disease,hepatitis C virus related hepatocellular carcinoma,dz:736
liver disease,hepatocellular carcinoma,dz:407
liver disease,hepatocellular carcinoma,dz:493
liver disease,hepatocellular carcinoma,dz:554
liver disease,hepatocellular carcinoma,dz:656
liver disease,hepatocellular carcinoma,dz:735
liver disease,hypertension,dz:400
liver disease,in situ carcinoma,dz:655
liver disease,Infection by Aspergillus fumigatus,dz:386
liver disease,liver cirrhosis,dz:1012
liver disease,Meningococcal infection,dz:347
liver disease,polycystic ovary syndrome,dz:292
liver disease,polycystic ovary syndrome,dz:308
liver disease,polycystic ovary syndrome,dz:468
liver disease,polycystic ovary syndrome,dz:558
liver disease,polycystic ovary syndrome,dz:559
liver disease,polycystic ovary syndrome,dz:560
liver disease,polycystic ovary syndrome,dz:797
liver disease,polycystic ovary syndrome,dz:806
liver disease,polycystic ovary syndrome,dz:818
liver disease,polycystic ovary syndrome,dz:825
liver disease,polycystic ovary syndrome,dz:826
liver disease,polycystic ovary syndrome,dz:880
liver disease,Rhinovirus infection,dz:324
liver disease,Rotavirus infection of children,dz:43
liver disease,tuberculosis,dz:564
liver disease,Urothelial carcinoma in situ,dz:229
liver disease,Wilson disease,dz:966
liver sarcoma,liver cirrhosis,dz:1012
lower respiratory tract disease,Acute Lung Injury,dz:152
lower respiratory tract disease,Acute Lung Injury,dz:168
lower respiratory tract disease,adenoma,dz:294
lower respiratory tract disease,allergic asthma,dz:436
lower respiratory tract disease,allergic asthma,dz:716
lower respiratory tract disease,asthma,dz:565
lower respiratory tract disease,asthma,dz:566
lower respiratory tract disease,asthma,dz:567
lower respiratory tract disease,asthma,dz:568
lower respiratory tract disease,asthma,dz:712
lower respiratory tract disease,asthma,dz:714
lower respiratory tract disease,asthma,dz:753
lower respiratory tract disease,chronic obstructive pulmonary disease,dz:36
lower respiratory tract disease,colon adenoma,dz:550
lower respiratory tract disease,congestive heart failure,dz:273
lower respiratory tract disease,cystic fibrosis,dz:1055
lower respiratory tract disease,cystic fibrosis,dz:1056
lower respiratory tract disease,cystic fibrosis,dz:1057
lower respiratory tract disease,cystic fibrosis,dz:138
lower respiratory tract disease,cystic fibrosis,dz:428
lower respiratory tract disease,cystic fibrosis,dz:65
lower respiratory tract disease,cystic fibrosis,dz:833
lower respiratory tract disease,idiopathic interstitial pneumonia,dz:321
lower respiratory tract disease,idiopathic pulmonary fibrosis,dz:850
lower respiratory tract disease,idiopathic pulmonary fibrosis,dz:851
lower respiratory tract disease,idiopathic pulmonary fibrosis,dz:867
lower respiratory tract disease,idiopathic pulmonary fibrosis,dz:868
lower respiratory tract disease,idiopathic pulmonary fibrosis,dz:869
lower respiratory tract disease,idiopathic pulmonary fibrosis,dz:871
lower respiratory tract disease,idiopathic pulmonary fibrosis,dz:872
lower respiratory tract disease,idiopathic pulmonary fibrosis,dz:873
lower respiratory tract disease,Infection by Aspergillus fumigatus,dz:386
lower respiratory tract disease,influenza,dz:85
lower respiratory tract disease,JRA - Juvenile rheumatoid arthritis,dz:176
lower respiratory tract disease,juvenile rheumatoid arthritis,dz:430
lower respiratory tract disease,Lung Injury,dz:67
lower respiratory tract disease,Lung transplant rejection,dz:66
lower respiratory tract disease,Meningococcal infection,dz:347
lower respiratory tract disease,pulmonary fibrosis,dz:631
lower respiratory tract disease,pulmonary sarcoidosis,dz:916
lower respiratory tract disease,pulmonary tuberculosis,dz:831
lower respiratory tract disease,pulmonary tuberculosis,dz:832
lower respiratory tract disease,rheumatoid arthritis,dz:110
lower respiratory tract disease,rheumatoid arthritis,dz:779
lower respiratory tract disease,Rhinovirus infection,dz:324
lower respiratory tract disease,Rotavirus infection of children,dz:43
lower respiratory tract disease,salivary gland adenoid cystic carcinoma,dz:511
lower respiratory tract disease,sarcoidosis,dz:708
lower respiratory tract disease,Septic Shock,dz:307
lower respiratory tract disease,sickle cell anemia,dz:109
lower respiratory tract disease,sickle cell anemia,dz:481
lower respiratory tract disease,sickle cell anemia,dz:505
lower respiratory tract disease,sickle cell anemia,dz:506
lower respiratory tract disease,sickle cell anemia,dz:507
lower respiratory tract disease,swine influenza,dz:498
lower respiratory tract disease,swine influenza,dz:514
lower respiratory tract disease,tuberculosis,dz:564
lower urinary tract calculus,prostate cancer,dz:48
lower urinary tract calculus,prostate cancer,dz:485
lower urinary tract calculus,prostate cancer,dz:603
lower urinary tract calculus,prostate cancer,dz:866
lower urinary tract calculus,prostate cancer,dz:990
lower urinary tract calculus,prostate cancer,dz:991
lung benign neoplasm,adenoma,dz:294
lung benign neoplasm,Lung Injury,dz:67
lung benign neoplasm,Lung transplant rejection,dz:66
lung cancer,Lung Injury,dz:67
lung cancer,Lung transplant rejection,dz:66
lung cancer,salivary gland adenoid cystic carcinoma,dz:511
lung carcinoma,salivary gland adenoid cystic carcinoma,dz:511
lung disease,Acute Lung Injury,dz:152
lung disease,Acute Lung Injury,dz:168
lung disease,adenoma,dz:294
lung disease,chronic obstructive pulmonary disease,dz:36
lung disease,congestive heart failure,dz:273
lung disease,cystic fibrosis,dz:1055
lung disease,cystic fibrosis,dz:1056
lung disease,cystic fibrosis,dz:1057
lung disease,cystic fibrosis,dz:138
lung disease,cystic fibrosis,dz:428
lung disease,cystic fibrosis,dz:65
lung disease,cystic fibrosis,dz:833
lung disease,idiopathic interstitial pneumonia,dz:321
lung disease,idiopathic pulmonary fibrosis,dz:850
lung disease,idiopathic pulmonary fibrosis,dz:851
lung disease,idiopathic pulmonary fibrosis,dz:867
lung disease,idiopathic pulmonary fibrosis,dz:868
lung disease,idiopathic pulmonary fibrosis,dz:869
lung disease,idiopathic pulmonary fibrosis,dz:871
lung disease,idiopathic pulmonary fibrosis,dz:872
lung disease,idiopathic pulmonary fibrosis,dz:873
lung disease,Infection by Aspergillus fumigatus,dz:386
lung disease,influenza,dz:85
lung disease,JRA - Juvenile rheumatoid arthritis,dz:176
lung disease,juvenile rheumatoid arthritis,dz:430
lung disease,Lung Injury,dz:67
lung disease,Lung transplant rejection,dz:66
lung disease,Meningococcal infection,dz:347
lung disease,pulmonary fibrosis,dz:631
lung disease,pulmonary sarcoidosis,dz:916
lung disease,pulmonary tuberculosis,dz:831
lung disease,pulmonary tuberculosis,dz:832
lung disease,rheumatoid arthritis,dz:110
lung disease,rheumatoid arthritis,dz:779
lung disease,Rhinovirus infection,dz:324
