mgi_symbol,hgnc_symbol
Gm19402,KRTAP10-9
Gm19402,KRTAP10-11
Gm19402,KRTAP10-2
Gm19402,KRTAP10-7
Gm19402,KRTAP10-4
Gm19402,KRTAP10-6
Gm19402,KRTAP10-10
Gm19402,KRTAP10-3
Larp6,LARP6
Mad2l1,MAD2L1
AI593442,C11orf87
Mab21l2,MAB21L2
Olfr554,OR52M1
Card11,CARD11
Morn2,MORN2
Tex26,TEX26
Plcb1,PLCB1
Ovca2,OVCA2
Gm8773,FAM237B
Gpt,GPT
Vwa1,VWA1
Tuba3b,TUBA3D
Olfr592,OR52J3
Rbks,RBKS
Ak6,TAF9
Olfr727,OR4K15
Slc25a19,SLC25A19
Cxcl1,CXCL1
Cxcl1,CXCL3
Cxcl1,CXCL2
Chst2,CHST2
Ints6l,INTS6L
Ces2c,CES2
Sft2d2,SFT2D2
Olfr106-ps,OR12D2
Olfr106-ps,OR12D1
Cntnap3,CNTNAP3B
BC034090,KIAA1614
Plekha3,PLEKHA3
Mrc2,MRC2
Pde6h,PDE6H
Cps1,CPS1
Gm28035,LRRC8A
Ifi205,MNDA
Trappc3,TRAPPC3
Fosb,FOSB
Pcnx4,PCNX4
Egfr,EGFR
,SH3BP1
Olfr78,OR51E2
Cpsf1,CPSF1
Otoa,OTOA
Smim8,SMIM8
Cabin1,CABIN1
Ncoa5,NCOA5
Gpr158,GPR158
Slc30a1,SLC30A1
Pan3,PAN3
Ube2d3,UBE2D3
Ldhd,LDHD
N4bp2l1,N4BP2L1
Grpel2,GRPEL2
Helq,HELQ
Dlk1,DLK1
Npm2,NPM2
5730559C18Rik,INAVA
Plb1,PLB1
Pla2g12a,PLA2G12A
Gimap3,GIMAP5
Gimap3,GIMAP1-GIMAP5
Rgs13,RGS13
Gsx2,GSX2
Ttll6,TTLL6
Abhd10,ABHD10
Trim5,TRIM5
Cavin3,CAVIN3
Fam172a,FAM172A
Ube3a,UBE3A
Tbc1d15,TBC1D15
Paqr9,PAQR9
4932438H23Rik,C21orf62
Unc79,UNC79
Slc9a3r1,SLC9A3R1
Gm14459,SSX2B
Gm14459,SSX2
Gm14459,SSX7
Ripply3,RIPPLY3
Ighv11-1,IGHV3-7
Ighv11-1,IGHV3-30
Nodal,NODAL
Saxo2,SAXO2
Nop9,NOP9
Oaf,OAF
Eftud2,EFTUD2
C1qtnf2,C1QTNF2
Arhgef5,ARHGEF5
Olfr1175-ps,OR5D3P
Spns1,SPNS1
Mtfr1l,MTFR1L
Cox4i1,COX4I1
Tbc1d9,TBC1D9
Snx5,SNX5
Zfp827,ZNF827
4921517D22Rik,C9orf153
Hid1,HID1
Fmn2,FMN2
Gm8909,HLA-A
Gm8909,HLA-G
Gm8909,HLA-F
Gm8909,HLA-E
Gif,GIF
Smarca1,SMARCA1
Nrarp,NRARP
Tmem240,TMEM240
Nkx2-2,NKX2-2
Pdlim4,PDLIM4
Vmn1r38,VN1R5
Gadd45a,GADD45A
Ctdspl,CTDSPL
Fam193b,FAM193B
Trim63,TRIM63
Erich3,ERICH3
Lpar3,LPAR3
Olfr924,OR8D2
Bckdk,BCKDK
Naa35,NAA35
Ppp1r3a,PPP1R3A
Btla,BTLA
Brd7,BRD7
Atp5j,ATP5PF
Alx4,ALX4
Rbm10,RBM10
9130409I23Rik,DEGS1
Lrit3,LRIT3
Gpatch8,GPATCH8
Olfr1163,OR5D14
Rps3,RPS3
Susd2,SUSD2
Galnt1,GALNT1
Mchr1,MCHR1
Lsmem1,LSMEM1
Efl1,EFL1
Repin1,REPIN1
Nphp3,NPHP3-ACAD11
Mecr,MECR
Sync,SYNC
Pex11b,PEX11B
Nectin2,NECTIN2
Srek1,SREK1
Cntn6,CNTN6
Celf6,CELF6
Serpina3g,SERPINA3
Pds5a,PDS5A
Fbxl5,FBXL5
Btbd6,BTBD6
Cdc25b,CDC25B
Ift74,IFT74
Gm6525,RPL36A-HNRNPH2
Gm6525,RPL36A
Tdrd9,TDRD9
Slc12a5,SLC12A5
Ncaph2,NCAPH2
Mia2,CTAGE9
Mia2,CTAGE15
Mia2,CTAGE6
Mia2,CTAGE4
Mia2,CTAGE8
Mia2,MIA2
Tbcel,TBCEL
Cntnap2,CNTNAP2
Nr4a2,NR4A2
Tshr,TSHR
Rasal2,RASAL2
Gm13889,C11orf96
Puf60,PUF60
Larp1b,LARP1B
Sox2,SOX2
Bfar,BFAR
Pfkfb2,PFKFB2
Slc5a8,SLC5A8
Asb2,ASB2
Fam240a,FAM240A
Rhcg,RHCG
AU040320,KIAA0319L
Rrh,RRH
Dclk3,DCLK3
Slc15a4,SLC15A4
Kcns2,KCNS2
Dnajb5,DNAJB5
Trpv2,TRPV2
Hnf1a,HNF1A
AI597479,C2orf49
Itga3,ITGA3
Ugt1a2,UGT1A4
Ugt1a2,UGT1A3
Ugt1a2,UGT1A5
Ropn1,ROPN1B
Mier3,MIER3
Tspan1,TSPAN1
Kars,KARS
Il10,IL10
Tomm34,TOMM34
Olfr1099,OR8H2
Olfr1099,OR8H3
Olfr1099,OR8H1
Krt77,KRT77
Enah,ENAH
Enpp3,ENPP3
Ppargc1b,PPARGC1B
Thsd4,THSD4
Trim24,TRIM24
Mrpl16,MRPL16
Wnk4,WNK4
Alg11,ALG11
Vldlr,VLDLR
Riox2,RIOX2
Bop1,BOP1
Upk1b,UPK1B
March7,MARCH7
Kir3dl2,KIR2DL3
Kir3dl2,KIR3DL1
Kir3dl2,KIR3DL3
Kir3dl2,KIR2DS4
Kir3dl2,KIR2DL4
Kir3dl2,KIR2DL1
Kir3dl2,KIR3DL2
Aifm2,AIFM2
Olfr103,OR12D2
Olfr103,OR12D1
Tex264,TEX264
Rab15,RAB15
Olfr1369-ps1,OR2W1
Tcf21,TCF21
Rap1a,RAP1A
Map2k7,MAP2K7
Col2a1,COL2A1
Rgsl1,RGSL1
Perp,PERP
St6gal2,ST6GAL2
Ankrd13b,ANKRD13B
Fbxo40,FBXO40
Tmprss3,TMPRSS3
Olig1,OLIG1
Prokr2,PROKR2
Ralgps2,RALGPS2
Dglucy,DGLUCY
Armc2,ARMC2
Ccnb1ip1,CCNB1IP1
Prkce,PRKCE
Cdh4,CDH4
Pcdh11x,PCDH11Y
Pcdh11x,PCDH11X
R3hdm4,R3HDM4
Ntm,NTM
Olfr585,OR51F1
Fbxo45,FBXO45
Rab6a,RAB6D
Akr1c14,AKR1C1
Akr1c14,AKR1C2
Akr1c14,AKR1C3
Sdr39u1,SDR39U1
Mmp8,MMP8
Cldn34a,CLDN34
Dnpep,DNPEP
Olfr933,OR8D1
Kmt2c,KMT2C
Ccdc152,CCDC152
Tubgcp6,TUBGCP6
Cad,CAD
Fam117a,FAM117A
Gm7697,POTEH
Gm7697,POTEI
Gm7697,POTEM
Gm7697,POTEJ
Gm7697,POTEG
Gm7697,POTEE
Cbx3,CBX3
Bank1,BANK1
Eif3j1,EIF3J
Retnla,RETNLB
Ccdc9,CCDC9
Mrvi1,MRVI1
Thap12,THAP12
Dtna,DTNA
Olfr930,OR8D1
Gm7271,EXOC1L
Rbm3,RBM3
Tlr5,TLR5
Gnrhr,GNRHR
Zdhhc17,ZDHHC17
Smg6,SMG6
Kcnd3,KCND3
Maoa,MAOA
Usf1,USF1
Pggt1b,PGGT1B
Fmo5,FMO5
Rnls,RNLS
Ncapg2,NCAPG2
St3gal1,ST3GAL1
Lat,LAT
Pak1,PAK1
Mrpl36,MRPL36
Sfr1,SFR1
Acox2,ACOX2
Dctn2,DCTN2
Sh2d3c,SH2D3C
Ttc28,TTC28
Urad,URAD
Olfr1138,OR5W2
Abcc1,ABCC1
Meis1,MEIS1
N4bp2l2,N4BP2L2
Tmem234,TMEM234
Pwp2,PWP2
Bcam,BCAM
Peg12,FRAT1
Wbp11,WBP11
Timmdc1,TIMMDC1
Akt2,AKT2
Ulbp1,RAET1G
Ulbp1,ULBP1
Ulbp1,ULBP2
Ulbp1,RAET1L
Pias3,PIAS3
Sort1,SORT1
Thtpa,THTPA
Dgkq,DGKQ
Ggt6,GGT6
Scand1,SCAND1
Ugt2b34,UGT2B17
Ugt2b34,UGT2B15
Ugt2b34,UGT2B10
Ugt2b34,UGT2B7
Ugt2b34,UGT2B11
Ugt2b34,UGT2B28
Ugt2b34,UGT2B4
Tab1,TAB1
Yaf2,YAF2
Olfr979,OR10G4
Olfr979,OR10G9
Olfr979,OR10G8
Olfr979,OR10G7
Wdr59,WDR59
Eef1akmt3,EEF1AKMT3
Grn,GRN
Olfr1157,OR5L1
Olfr1157,OR5L2
Zfp784,ZNF784
Trim67,TRIM67
Degs1,DEGS1
Gtf3c5,GTF3C5
BC117090,CSTA
Pdlim1,PDLIM1
Smarcc2,SMARCC2
Pcdh20,PCDH20
Osr2,OSR2
Tctex1d1,TCTEX1D1
Rrad,RRAD
Clec12b,CLEC12B
Trav5d-4,TRAV13-1
Rcsd1,RCSD1
Igip,IGIP
4833420G17Rik,C5orf34
Gm30191,C1orf232
Gimap8,GIMAP8
Slc34a1,SLC34A1
Slc1a4,SLC1A4
Mrap,MRAP
Olfr1389,OR2Y1
Optc,OPTC
Cited1,CITED1
Ift22,IFT22
Plod3,PLOD3
Blk,BLK
Chpf2,CHPF2
Gzmd,GZMH
Adora3,ADORA3
Amy2a1,AMY2B
Amy2a1,AMY2A
Amy2a1,AMY1A
Amy2a1,AMY1B
Amy2a1,AMY1C
Rgl3,RGL3
Man2a2,MAN2A2
Slc25a24,SLC25A24
Ifi35,IFI35
Krtap10-10,KRTAP10-12
Krtap10-10,KRTAP10-8
Krtap10-10,KRTAP10-5
Krtap10-10,KRTAP10-1
Krtap10-10,KRTAP10-9
Krtap10-10,KRTAP10-11
Krtap10-10,KRTAP10-2
Krtap10-10,KRTAP10-7
Krtap10-10,KRTAP10-4
Krtap10-10,KRTAP10-6
Krtap10-10,KRTAP10-10
Krtap10-10,KRTAP10-3
Foxp3,FOXP3
Pcdha5,PCDHA8
Abcg3,ABCG2
Ebf4,EBF4
Ap1g2,AP1G2
Acsl1,ACSL1
Itpk1,ITPK1
Slc9c1,SLC9C1
Rars2,RARS2
Bzw2,BZW2
Ubl3,UBL3
Pcdha6,PCDHA6
Arntl,ARNTL
Olfr720,OR2T6
Rbpms2,RBPMS2
Rnf222,RNF222
Ighv1-58,IGHV1-24
Ighv1-58,IGHV1-69
Ighv1-58,IGHV1-69-2
Ighv1-58,IGHV1-69D
Abi3,ABI3
Olfr850,OR7G2
Capn1,CAPN1
Tbrg4,TBRG4
Chchd1,CHCHD1
Olfr91,OR2H1
Olfr91,OR2H2
Nek11,NEK11
Art4,ART4
Gria3,GRIA3
Tomm40,TOMM40
Fndc8,FNDC8
Socs7,SOCS7
Itgb2l,ITGB2
Insc,INSC
Bmp1,BMP1
Cd180,CD180
Hipk4,HIPK4
Akr1c21,AKR1C1
Akr1c21,AKR1C2
Akr1c21,AKR1C3
Uhrf1bp1,UHRF1BP1
Fam81a,FAM81A
Cdk19,CDK19
Soat1,SOAT1
Smyd2,SMYD2
Ano7,ANO7
Mrpl51,MRPL51
Chrm3,CHRM3
Esrrb,ESRRB
Ighv1-62-3,IGHV1-24
Ighv1-62-3,IGHV1-69
Ighv1-62-3,IGHV1-69-2
Ighv1-62-3,IGHV1-69D
Insm1,INSM1
Lsr,LSR
Enpp6,ENPP6
Mthfd1,MTHFD1
Gpr88,GPR88
Smg1,SMG1
Gypc,GYPC
Olfr1162,OR5D14
Tmem9,TMEM9
Inmt,INMT
Inmt,INMT-MINDY4
Cry1,CRY1
Olfr981,OR10G6
Gna15,GNA15
Dmgdh,DMGDH
Rasal1,RASAL1
2010005H15Rik,CSTA
Itih3,ITIH3
Hoxc4,HOXC4
Spop,SPOP
Ubald1,UBALD1
Gpd1,GPD1
Pcdhb16,PCDHB8
Pcdhb16,PCDHB13
Iyd,IYD
Olfr308,OR6F1
Mapk8ip2,MAPK8IP2
Fcrl5,FCRL5
Slc6a4,SLC6A4
Mpnd,MPND
Rassf6,RASSF6
Slc25a41,SLC25A41
Cadm3,CADM3
Cdca5,CDCA5
Mgme1,MGME1
Asb8,ASB8
Xirp2,XIRP2
Arhgap23,ARHGAP23
Mei1,MEI1
Olfr1451,OR5B2
Dtx3l,DTX3L
Zfp354b,ZNF354B
Fam160a1,FAM160A1
Snapc2,SNAPC2
Rdh13,RDH13
Npat,NPAT
Fam212b,INKA2
Sox6,SOX6
Prss27,PRSS27
Gramd1b,GRAMD1B
Tsen15,TSEN15
Trbv12-2,TRBV13
Rab3b,RAB3B
Pigp,PIGP
Ggt1,GGT2
Ggt1,GGT1
Tmcc3,TMCC3
Rnf123,RNF123
Tmigd3,TMIGD3
Olfr224,OR2T4
Olfr224,OR2T5
Olfr224,OR2T29
Rapgef2,RAPGEF2
Olfr228,OR8K3
Dld,DLD
Pnpt1,PNPT1
Proz,PROZ
Tspan8,TSPAN8
Rgn,RGN
Ap5z1,AP5Z1
Olfr328,OR2T4
Olfr328,OR2T5
Olfr328,OR2T29
Olfr1117-ps1,OR10AG1
Spred2,SPRED2
Olfr569,OR52R1
Parvg,PARVG
Clec4b1,CLEC4A
Gm9733,SIRPB1
Stxbp5,STXBP5
Cdh6,CDH6
Gga3,GGA3
Grip1,GRIP1
Als2cl,ALS2CL
Rbm43,RBM43
Gpr55,GPR55
1700019D03Rik,C2orf88
Spink2,SPINK2
Adh6a,ADH6
C5ar2,C5AR2
Fam43a,FAM43A
Skor2,SKOR2
Caskin1,CASKIN1
Lrrc34,LRRC34
Fam50a,FAM50A
Ptchd3,PTCHD3
Akr1c20,AKR1C1
Akr1c20,AKR1C2
Akr1c20,AKR1C3
Tcrg-C2,TRGC2
Tcrg-C2,TRGC1
Aurkaip1,AURKAIP1
Smtn,SMTN
Pkd2,PKD2
Sgms2,SGMS2
Begain,BEGAIN
4931409K22Rik,IQCA1L
Psmc5,PSMC5
Gk,GK
Gk,GK3P
Clock,CLOCK
Adck2,ADCK2
Sec24d,SEC24D
8030462N17Rik,C18orf25
B3gnt6,B3GNT6
Rab3d,RAB3D
Tmc3,TMC3
Fanci,FANCI
Il22ra1,IL22RA1
Pde9a,PDE9A
Gm32717,CDC5L
Pcdha12,PCDHA13
Prss21,PRSS21
Tox4,TOX4
Nlrc3,NLRC3
Ttc9c,TTC9C
Il24,IL24
Cd1d1,CD1D
C7,C7
Pif1,PIF1
Cbll1,CBLL1
Reck,RECK
Nkg7,NKG7
Olfr263,OR2W1
Rtca,RTCA
Zfp449,ZNF449
Cd47,CD47
Serinc3,SERINC3
Vmn1r34,VN1R5
Arpc5,ARPC5
Actc1,ACTC1
1500015O10Rik,C2orf40
Arfgef1,ARFGEF1
Fyco1,FYCO1
Smpd1,SMPD1
Tbce,TBCE
Gla,GLA
Med25,MED25
Defb12,DEFB105B
Defb12,DEFB105A
Galnt17,GALNT17
Csnk1g3,CSNK1G3
Olfr1020,OR5AP2
Nr5a2,NR5A2
Olfr318,OR2AK2
Uxs1,UXS1
Gpr132,GPR132
Pak2,PAK2
Adamts15,ADAMTS15
Oas2,OAS2
Zc3h12c,ZC3H12C
Grem2,GREM2
Ccdc78,CCDC78
Klhl8,KLHL8
Smug1,SMUG1
Gfap,GFAP
Scd1,SCD
Nid1,NID1
Nlrp5,NLRP5
Slc7a13,SLC7A13
Prss41,PRSS41
Mmab,MMAB
Hmx2,HMX2
Olfr262,OR5AN1
Elmo2,ELMO2
Map10,MAP10
Ugt1a7c,UGT1A6
Grk6,GRK6
Mapkapk2,MAPKAPK2
Dars2,DARS2
Mtmr6,MTMR6
Zkscan1,ZKSCAN1
Nhej1,NHEJ1
Rxfp2,RXFP2
Ftsj1,FTSJ1
Adam9,ADAM9
Ighv9-2,IGHV7-4-1
Ighv9-2,IGHV7-81
Spast,SPAST
Rag1,RAG1
Myo15,MYO15A
Sp100,SP100
Mrpl20,MRPL20
Stk31,STK31
1700024G13Rik,C10orf53
Tfap4,TFAP4
Apoa2,APOA2
Fam180a,FAM180A
Atg13,ATG13
Slc26a4,SLC26A4
Gna12,GNA12
Ssxb1,SSX2B
Ssxb1,SSX2
Ssxb1,SSX7
M1ap,M1AP
Kat6b,KAT6B
Cux1,CUX1
Mndal,MNDA
Map7d2,MAP7D2
Gm3250,KRTAP10-12
Gm3250,KRTAP10-8
Gm3250,KRTAP10-5
Gm3250,KRTAP10-1
Gm3250,KRTAP10-9
Gm3250,KRTAP10-11
Gm3250,KRTAP10-2
Gm3250,KRTAP10-7
Gm3250,KRTAP10-4
Gm3250,KRTAP10-6
Gm3250,KRTAP10-10
Gm3250,KRTAP10-3
Thoc7,THOC7
Tdrd5,TDRD5
Cga,CGA
Dennd2a,DENND2A
Myg1,C12orf10
Gpsm2,GPSM2
Tmem35a,TMEM35A
Mep1a,MEP1A
Tmem213,TMEM213
1600015I10Rik,AOC1
Alg2,ALG2
Jmjd4,JMJD4
Bbs1,BBS1
Vmn1r23,VN1R5
Arhgef40,ARHGEF40
Camsap2,CAMSAP2
Olfr556,OR52I2
Olfr556,OR52I1
Shq1,SHQ1
Csf1,CSF1
Smarcd1,SMARCD1
Mboat4,MBOAT4
Ncoa3,NCOA3
B3galnt2,B3GALNT2
Bcl6b,BCL6B
Rif1,RIF1
Ten1,TEN1
Slk,SLK
Dkc1,DKC1
Adra1d,ADRA1D
Cyp2c67,CYP2C19
Cyp2c67,CYP2C9
Cyp2c67,CYP2C8
Vmn1r37,VN1R5
Kpnb1,KPNB1
BC049715,C12orf60
Wdr83,WDR83
Hmgb4,HMGB4
Sult2a5,SULT2A1
Ermard,ERMARD
Cdk4,CDK4
Olfr1225,OR4C15
Taf10,TAF10
6430571L13Rik,C3orf18
Kpna6,KPNA6
Lrrc49,LRRC49
Ccdc87,CCDC87
Ankrd46,ANKRD46
Anapc13,ANAPC13
Olfr57,OR7A5
Olfr57,OR7A10
Olfr57,OR7A17
Lrrc4,LRRC4
Fam162a,FAM162A
Clic5,CLIC5
Rcan2,RCAN2
Pgp,PGP
Inpp5b,INPP5B
Gm4950,PSMB3
Slc16a2,SLC16A2
Rsrp1,RSRP1
Lrriq4,LRRIQ4
Gpx2,GPX2
Ido2,IDO2
Nme7,NME7
Rev3l,REV3L
Pudp,PUDP
Treml4,TREML4
Gstm4,GSTM4
Cd22,CD22
Sparc,SPARC
Akr1c18,AKR1C1
Akr1c18,AKR1C2
Akr1c18,AKR1C3
Prss36,PRSS36
Plac8,PLAC8
Trav11d,TRAV10
Slc22a16,SLC22A16
Cdipt,CDIPT
Crtc3,CRTC3
Olfr512,OR10A6
Olfr512,OR10A3
Ppp4r4,PPP4R4
Gngt2,GNGT2
Nkain2,NKAIN2
Rab7b,RAB7B
Gsn,GSN
Tshz1,TSHZ1
Myl10,MYL10
Tfcp2,TFCP2
Olfr855,OR7G2
Zranb2,ZRANB2
Pibf1,PIBF1
Olfr1469,OR5B3
Il15,IL15
Etv1,ETV1
Trpm8,TRPM8
Trav3d-3,TRAV5
Ptpra,PTPRA
Topaz1,TOPAZ1
Dcaf8,DCAF8
Slc35d1,SLC35D1
Olfr1098,OR8H2
Olfr1098,OR8H3
Olfr1098,OR8H1
Dmtn,DMTN
Galp,GALP
Cbr3,CBR3
Mbd6,MBD6
Trim66,TRIM66
Smim12,SMIM12
Gm5096,BHMT
Tppp2,TPPP2
Syp,SYP
Arl13b,ARL13B
Commd7,COMMD7
Lrrc61,LRRC61
Mrps14,MRPS14
Mepe,MEPE
Zfp410,ZNF410
Rin2,RIN2
Efnb2,EFNB2
Sema7a,SEMA7A
Nr2e1,NR2E1
Tbpl2,TBPL2
Serpina11,SERPINA11
Lmnb1,LMNB1
Pmm1,PMM1
Trav2,TRAV4
Mxra8,MXRA8
Ccnb3,CCNB3
Zfp597,ZNF597
Kif22,KIF22
Rbpjl,RBPJL
Prn,PRND
Arfgap1,ARFGAP1
Usp34,USP34
Rfpl4,RFPL2
Rfpl4,RFPL3
Nfat5,NFAT5
Olfr746,OR11H7
Sumf1,SUMF1
Arhgef15,ARHGEF15
Srprb,SRPRB
Plaa,PLAA
Tnrc6b,TNRC6B
Chkb,CHKB-CPT1B
Ssxb10,SSX2B
Ssxb10,SSX2
Ssxb10,SSX7
C030006K11Rik,C8orf82
Arhgap39,ARHGAP39
Prss42,PRSS42
Hgd,HGD
Mospd1,MOSPD1
Mtm1,MTM1
Gng4,GNG4
Dnajc5b,DNAJC5B
Mob4,MOB4
Cacng7,CACNG7
Trafd1,TRAFD1
Trav10,TRAV13-1
Ccdc102a,CCDC102A
Unc45b,UNC45B
Rufy1,RUFY1
Trim47,TRIM47
Srgap2,SRGAP2
Srgap2,SRGAP2B
Slc12a9,SLC12A9
Cdk12,CDK12
Frmd8,FRMD8
Bcdin3d,BCDIN3D
Mbip,MBIP
Cabp4,CABP4
Tas2r139,TAS2R39
Krtap13,KRTAP13-2
Krtap13,KRTAP13-1
Krtap13,KRTAP13-4
Vamp3,VAMP3
Slc39a4,SLC39A4
Neil2,NEIL2
Otub2,OTUB2
Tmem138,TMEM138
Ccdc141,CCDC141
Bfsp2,BFSP2
Ankrd65,ANKRD65
Nfyc,NFYC
Gas2l2,GAS2L2
Zfp62,ZFP62
Glg1,GLG1
Acpp,ACPP
Htr1a,HTR1A
Rnf149,RNF149
Mcts2,MCTS1
Nim1k,NIM1K
Oxsm,OXSM
Copb1,COPB1
Ugt2a2,UGT2A2
Dolpp1,DOLPP1
Chchd4,CHCHD4
BC055324,C1orf112
Zfp516,ZNF516
Epas1,EPAS1
Cntn5,CNTN5
Cldn1,CLDN1
Armc4,ARMC4
Nutm2,NUTM2G
Eef1a2,EEF1A2
Fam118a,FAM118A
Olfr167,OR2L8
Olfr167,OR2L5
Olfr167,OR2L2
Olfr167,OR2L3
Nanog,NANOGP8
Tfcp2l1,TFCP2L1
Klhl12,KLHL12
Pigx,PIGX
Nfe2l3,NFE2L3
Slc6a20b,SLC6A20
Gabarapl2,GABARAPL2
Ocrl,OCRL
Afp,AFP
Prkag3,PRKAG3
Ghr,GHR
Syngap1,SYNGAP1
Gpd2,GPD2
Lrrtm1,LRRTM1
Cd163l1,SCART1
Car6,CA6
9930012K11Rik,C8orf58
Slc12a4,SLC12A4
Tm7sf2,VPS51
3110082I17Rik,C7orf50
C2cd3,C2CD3
Txndc12,TXNDC12
Pdss1,PDSS1
Fam161b,FAM161B
Cldn16,CLDN16
Itgb6,ITGB6
Ppp3ca,PPP3CA
Gm4779,CXorf49
Gm4779,CXorf49B
Kif5a,KIF5A
Rnpep,RNPEP
Sipa1l1,SIPA1L1
Entpd1,ENTPD1
Ppic,PPIC
Tnfsf13b,TNFSF13B
Ccp110,CCP110
Sash1,SASH1
Slc39a14,SLC39A14
Zfp362,ZNF362
Rnf180,RNF180
Abcc6,ABCC6
Pcdh18,PCDH18
Nectin4,NECTIN4
Gm10352,RBMY1A1
Gm10352,RBMY1B
Gm10352,RBMY1D
Gm10352,RBMY1E
Gm10352,RBMY1F
Gm10352,RBMY1J
B4galt3,B4GALT3
Ugt1a6b,UGT1A6
Ecd,ECD
Eno3,ENO3
Rab14,RAB14
2210408I21Rik,KIAA0825
Eif3f,EIF3F
Iglon5,IGLON5
Mdfic,MDFIC
Creld1,CRELD1
Dopey1,DOPEY1
Dnase1l2,DNASE1L2
Trim36,TRIM36
Actl9,ACTL9
Nr2f1,NR2F1
Pdx1,PDX1
Cenpl,CENPL
Fam110b,FAM110B
Oprd1,OPRD1
Sun1,SUN1
Psip1,PSIP1
Pla2g4c,PLA2G4C
Pomt2,POMT2
Ktn1,KTN1
Gpr161,GPR161
Prap1,PRAP1
Bin2,BIN2
Ihh,IHH
Zfp108,ZNF235
Zdhhc20,ZDHHC20
Csrp2,CSRP2
Arhgap1,ARHGAP1
Dusp16,DUSP16
Pcdhb18,PCDHB10
Pcdhb18,PCDHB9
Bcl9,BCL9
Mon1b,MON1B
Pdcl2,PDCL2
Mst1,MST1
Vdac2,VDAC2
Ncf2,NCF2
Tmem63a,TMEM63A
Olfr437,OR2A2
Nanos3,NANOS3
Inpp5j,INPP5J
Olfr1467,OR5B3
Zfc3h1,ZFC3H1
Bbs5,BBS5
Gm5773,SPOP
Acsm5,ACSM5
Mapk10,MAPK10
Eva1b,EVA1B
Gm28043,RNF8
Crebzf,CREBZF
Arl13a,ARL13A
Shc3,SHC3
Uqcrh,UQCRHL
Wdr66,WDR66
Twf1,TWF1
Pxdc1,PXDC1
Trmt44,TRMT44
Chd8,CHD8
Dcaf12l1,DCAF12L1
Dcaf12l1,DCAF12L2
Kcnh3,KCNH3
H2-Q7,HLA-A
H2-Q7,HLA-G
H2-Q7,HLA-F
H2-Q7,HLA-E
Enthd1,ENTHD1
Aoc3,AOC3
Tas2r144,TAS2R40
Trim40,TRIM40
Trav7n-5,TRAV12-1
Trav7n-5,TRAV12-2
Olfr867,OR7D4
Rrnad1,RRNAD1
Bex4,BEX4
Tagln3,TAGLN3
Ero1lb,ERO1B
Sh2d1b1,SH2D1B
Dapl1,DAPL1
Tyw1,TYW1
Aoah,AOAH
Cyp7b1,CYP7B1
Igf2bp1,IGF2BP1
Avpr1b,AVPR1B
Arhgap19,ARHGAP19
Arhgap19,ARHGAP19-SLIT1
Il22ra2,IL22RA2
Slc4a9,SLC4A9
Usp17lb,USP17L1
Usp17lb,USP17L4
Usp17lb,USP17L3
Usp17lb,USP17L8
Mgat5b,MGAT5B
Vav3,VAV3
A3galt2,A3GALT2
Pced1a,PCED1A
Fry,FRY
Pla2g4f,PLA2G4F
Plekhn1,KLHL17
Edem1,EDEM1
Eif1b,EIF1B
Snurf,SNURF
Kcnn1,KCNN1
Smad5,SMAD5
Svopl,SVOPL
Trim54,TRIM54
Dip2a,DIP2A
Abhd17b,ABHD17B
Ptx4,PTX4
Flcn,FLCN
Ccdc22,CCDC22
Snrpn,SNRPN
2810006K23Rik,C12orf65
Ccnt1,CCNT1
Cldn24,CLDN22
Cldn24,CLDN24
Ormdl3,ORMDL3
Dock4,DOCK4
Sema4f,SEMA4F
Tatdn3,TATDN3
Snx20,SNX20
Trav9-4,TRAV8-1
Trav9-4,TRAV8-3
Spryd4,SPRYD4
Ufsp1,UFSP1
Nrcam,NRCAM
Mapre2,MAPRE2
Suco,SUCO
Ccnb2,CCNB2
Slc35b4,SLC35B4
Uts2b,UTS2B
Reps1,REPS1
Rnf41,RNF41
Pcdh10,PCDH10
Ccdc160,CCDC160
Rpain,RPAIN
Orc5,ORC5
Galt,GALT
Coa6,COA6
Mcoln2,MCOLN2
Dgki,DGKI
Mmp19,MMP19
Acadvl,ACADVL
Ccdc54,CCDC54
Fkrp,FKRP
Klk4,KLK4
Tkfc,TKFC
Trim32,TRIM32
Eif4a2,EIF4A2
Eri1,ERI1
Foxj2,FOXJ2
Ddi2,RSC1A1
Olfr1497,OR9Q2
Ap4m1,AP4M1
Elk4,ELK4
Gnb5,GNB5
Phf14,PHF14
Gpr82,GPR82
Pth2,PTH2
Fmo2,FMO2
Mrpl39,MRPL39
Pin1rt1,PIN1
Fzd5,FZD5
Hectd4,HECTD4
Hmox2,HMOX2
Ptger3,PTGER3
Zfp503,ZNF503
Lrrc58,LRRC58
Kctd12,KCTD12
Myog,MYOG
Ubxn10,UBXN10
Apeh,APEH
Dio3,DIO3
Pym1,PYM1
Shisa4,SHISA4
Itpr1,ITPR1
Vmn1r5,VN1R5
Ephb4,EPHB4
Cyp2c54,CYP2C19
Cyp2c54,CYP2C9
Cyp2c54,CYP2C8
Ptov1,PTOV1
AW551984,VWA5A
Ibsp,IBSP
Sdc2,SDC2
E2f7,E2F7
Megf9,MEGF9
Olfr1507,OR4E1
Olfr1168,OR5D13
Ccdc81,CCDC81
Ercc6l2,ERCC6L2
Slc16a11,SLC16A11
Cln5,CLN5
Rpp30,RPP30
